datetime,count
2011-01-26 06:00:00,25.175
2011-01-26 07:00:00,70.015
2011-01-26 08:00:00,152.055
2011-01-26 09:00:00,105.565
2011-01-26 10:00:00,43.56
2011-01-26 11:00:00,38.93
2011-01-26 12:00:00,30.01
2011-01-26 13:00:00,30.82
2011-01-26 14:00:00,29.48
2011-01-26 15:00:00,33.545
2011-01-26 16:00:00,45.27
2011-01-26 17:00:00,110.4
2011-01-27 16:00:00,74.045
2011-01-27 17:00:00,165.765
2011-01-27 18:00:00,134.16
2011-01-27 19:00:00,105.775
2011-01-27 20:00:00,65.615
2011-01-27 21:00:00,49.83
2011-01-27 22:00:00,37.67
2011-01-27 23:00:00,18.525
2011-01-28 00:00:00,15.095
2011-01-28 01:00:00,6.995
2011-01-28 02:00:00,2.175
2011-01-28 03:00:00,1.525
2011-01-28 05:00:00,5.99
2011-01-28 06:00:00,31.32
2011-01-28 07:00:00,86.525
2011-01-28 08:00:00,198.725
2011-01-28 09:00:00,116.81
2011-01-28 10:00:00,41.885
2011-01-28 11:00:00,43.03
2011-01-28 12:00:00,47.57
2011-01-28 13:00:00,47.915
2011-01-28 14:00:00,50.965
2011-01-28 15:00:00,46.69
2011-01-28 16:00:00,64.925
2011-01-28 17:00:00,164.75
2011-01-28 18:00:00,152.75
2011-01-28 19:00:00,104.055
2011-01-28 20:00:00,68.61
2011-01-28 21:00:00,47.49
2011-01-28 22:00:00,39.23
2011-01-28 23:00:00,22.265
2011-01-29 00:00:00,29.15
2011-01-29 01:00:00,26.32
2011-01-29 02:00:00,21.3
2011-01-29 03:00:00,12.06
2011-01-29 04:00:00,2.375
2011-01-29 06:00:00,3.3
2011-01-29 07:00:00,10.88
2011-01-29 08:00:00,20.62
2011-01-29 09:00:00,33.62
2011-01-29 10:00:00,56.785
2011-01-29 11:00:00,58.02
2011-01-29 12:00:00,77.57
2011-01-29 13:00:00,78.545
2011-01-29 14:00:00,69.66
2011-01-29 15:00:00,67.455
2011-01-29 16:00:00,75.315
2011-01-29 17:00:00,72.89
2011-01-29 18:00:00,65.76
2011-01-29 19:00:00,66.74
2011-01-29 20:00:00,59.745
2011-01-29 21:00:00,42.225
2011-01-29 22:00:00,29.825
2011-01-29 23:00:00,16.715
2011-01-30 00:00:00,30.2
2011-01-30 01:00:00,28.94
2011-01-30 02:00:00,23.965
2011-01-30 03:00:00,13.68
2011-01-30 04:00:00,4.8
2011-01-30 05:00:00,4.78
2011-01-30 07:00:00,11.035
2011-01-30 08:00:00,19.5
2011-01-30 09:00:00,31.87
2011-01-30 10:00:00,53.44
2011-01-30 11:00:00,60.675
2011-01-30 12:00:00,94.515
2011-01-30 13:00:00,83.085
2011-01-30 14:00:00,84.455
2011-01-30 15:00:00,86.48
2011-01-30 16:00:00,85.35
2011-01-30 17:00:00,77.675
2011-01-30 18:00:00,68.265
2011-01-30 19:00:00,55.675
2011-01-30 20:00:00,52.965
2011-01-30 21:00:00,36.27
2011-01-30 22:00:00,21.72
2011-01-30 23:00:00,16.315
2011-01-31 00:00:00,12.335
2011-01-31 01:00:00,3.595
2011-01-31 02:00:00,2.755
2011-01-31 03:00:00,2.03
2011-01-31 04:00:00,1.895
2011-01-31 05:00:00,2.505
2011-01-31 06:00:00,32.815
2011-01-31 07:00:00,89.225
2011-01-31 08:00:00,165.16
2011-01-31 09:00:00,94.865
2011-01-31 10:00:00,42.655
2011-01-31 11:00:00,42.505
2011-01-31 12:00:00,57.27
2011-01-31 13:00:00,54.17
2011-01-31 14:00:00,57.8
2011-01-31 15:00:00,54.895
2011-01-31 16:00:00,63.175
2011-01-31 17:00:00,150.305
2011-01-31 18:00:00,141.18
2011-01-31 19:00:00,135.77
2011-01-31 20:00:00,59.945
2011-01-31 21:00:00,37.37
2011-01-31 22:00:00,28.45
2011-01-31 23:00:00,18.95
2011-02-20 00:00:00,41.325
2011-02-20 01:00:00,31.315
2011-02-20 02:00:00,22.96
2011-02-20 03:00:00,10.745
2011-02-20 04:00:00,3.005
2011-02-20 06:00:00,3.515
2011-02-20 07:00:00,11.62
2011-02-20 08:00:00,21.175
2011-02-20 09:00:00,39.285
2011-02-20 10:00:00,95.945
2011-02-20 11:00:00,114.935
2011-02-20 12:00:00,126.315
2011-02-20 13:00:00,160.765
2011-02-20 14:00:00,149.38
2011-02-20 15:00:00,164.78
2011-02-20 16:00:00,158.73
2011-02-20 17:00:00,130.58
2011-02-20 18:00:00,100.005
2011-02-20 19:00:00,64.32
2011-02-20 20:00:00,54.205
2011-02-20 21:00:00,63.485
2011-02-20 22:00:00,53.27
2011-02-20 23:00:00,45.135
2011-02-21 00:00:00,30.685
2011-02-21 01:00:00,24.43
2011-02-21 02:00:00,11.125
2011-02-21 03:00:00,4.645
2011-02-21 04:00:00,4.22
2011-02-21 05:00:00,6.6
2011-02-21 06:00:00,16.61
2011-02-21 07:00:00,121.83
2011-02-21 08:00:00,123.795
2011-02-21 09:00:00,112.775
2011-02-21 10:00:00,97.13
2011-02-21 11:00:00,102.045
2011-02-21 12:00:00,112.37
2011-02-21 13:00:00,86.06
2011-02-21 14:00:00,110.97
2011-02-21 15:00:00,109.375
2011-02-21 16:00:00,104.605
2011-02-21 17:00:00,103.13
2011-02-21 18:00:00,63.025
2011-02-21 19:00:00,60.99
2011-02-21 20:00:00,55.82
2011-02-21 21:00:00,48.345
2011-02-21 22:00:00,31.175
2011-02-21 23:00:00,21.165
2011-02-22 06:00:00,31.025
2011-02-22 07:00:00,91.79
2011-02-22 08:00:00,195.435
2011-02-22 09:00:00,118.48
2011-02-22 10:00:00,46.85
2011-02-22 11:00:00,46.84
2011-02-22 12:00:00,61.465
2011-02-22 13:00:00,71.785
2011-02-22 14:00:00,69.6
2011-02-22 15:00:00,73.195
2011-02-22 16:00:00,74.09
2011-02-22 17:00:00,164.925
2011-02-22 18:00:00,159.505
2011-02-22 19:00:00,100.525
2011-02-22 20:00:00,68.59
2011-02-22 21:00:00,55.45
2011-02-22 22:00:00,36.18
2011-02-22 23:00:00,23.455
2011-02-23 00:00:00,13.615
2011-02-23 01:00:00,5.71
2011-02-23 02:00:00,2.36
2011-02-23 03:00:00,1.53
2011-02-23 05:00:00,5.82
2011-02-23 06:00:00,34.14
2011-02-23 07:00:00,89.75
2011-02-23 08:00:00,192.995
2011-02-23 09:00:00,123.825
2011-02-23 10:00:00,56.255
2011-02-23 11:00:00,64.48
2011-02-23 12:00:00,80.43
2011-02-23 13:00:00,71.96
2011-02-23 14:00:00,73.835
2011-02-23 15:00:00,71.195
2011-02-23 16:00:00,102.935
2011-02-23 17:00:00,218.19
2011-02-23 18:00:00,208.51
2011-02-23 19:00:00,134.975
2011-02-23 20:00:00,71.765
2011-02-23 21:00:00,60.735
2011-02-23 22:00:00,43.425
2011-02-23 23:00:00,36.565
2011-02-24 00:00:00,14.76
2011-02-24 01:00:00,6.295
2011-02-24 02:00:00,2.47
2011-02-24 03:00:00,1.575
2011-02-24 05:00:00,5.91
2011-02-24 06:00:00,35.955
2011-02-24 07:00:00,90.62
2011-02-24 08:00:00,234.725
2011-02-24 09:00:00,130.91
2011-02-24 10:00:00,60.35
2011-02-24 11:00:00,74.755
2011-02-24 12:00:00,84.285
2011-02-24 13:00:00,84.855
2011-02-24 14:00:00,86.775
2011-02-24 15:00:00,82.825
2011-02-24 16:00:00,100.185
2011-02-24 17:00:00,177.405
2011-02-24 18:00:00,152.345
2011-02-24 19:00:00,70.86
2011-02-24 20:00:00,73.84
2011-02-24 21:00:00,62.415
2011-02-24 22:00:00,40.46
2011-02-24 23:00:00,42.96
2011-02-25 00:00:00,20.06
2011-02-25 01:00:00,11.1
2011-02-25 02:00:00,8.495
2011-02-25 03:00:00,2.59
2011-02-25 05:00:00,9.345
2011-02-25 06:00:00,36.85
2011-02-25 07:00:00,95.425
2011-02-25 08:00:00,155.065
2011-02-25 09:00:00,83.76
2011-02-25 10:00:00,37.64
2011-02-25 11:00:00,152.445
2011-02-25 12:00:00,189.76
2011-02-25 13:00:00,188.47
2011-02-25 14:00:00,187.545
2011-02-25 15:00:00,147.695
2011-02-25 16:00:00,109.45
2011-02-25 17:00:00,187.665
2011-02-25 18:00:00,172.98
2011-02-25 19:00:00,112.7
2011-02-25 20:00:00,74.805
2011-02-25 21:00:00,58.47
2011-02-25 22:00:00,46.03
2011-02-25 23:00:00,41.245
2011-02-26 00:00:00,34.63
2011-02-26 01:00:00,26.605
2011-02-26 02:00:00,19.435
2011-02-26 03:00:00,12.72
2011-02-26 04:00:00,3.535
2011-02-26 05:00:00,3.01
2011-02-26 06:00:00,6.89
2011-02-26 07:00:00,10.315
2011-02-26 08:00:00,22.84
2011-02-26 09:00:00,60.87
2011-02-26 10:00:00,107.45
2011-02-26 11:00:00,112.3
2011-02-26 12:00:00,134.365
2011-02-26 13:00:00,150.71
2011-02-26 14:00:00,144.32
2011-02-26 15:00:00,152.28
2011-02-26 16:00:00,140.11
2011-02-26 17:00:00,126.775
2011-02-26 18:00:00,91.25
2011-02-26 19:00:00,63.215
2011-02-26 20:00:00,53.84
2011-02-26 21:00:00,58.095
2011-02-26 22:00:00,56.12
2011-02-26 23:00:00,47.065
2011-02-27 00:00:00,39.47
2011-02-27 01:00:00,35.125
2011-02-27 02:00:00,26.76
2011-02-27 03:00:00,15.21
2011-02-27 04:00:00,7.55
2011-02-27 06:00:00,4.495
2011-02-27 07:00:00,11.42
2011-02-27 08:00:00,42.5
2011-02-27 09:00:00,73.48
2011-02-27 10:00:00,97.75
2011-02-27 11:00:00,125.65
2011-02-27 12:00:00,156.715
2011-02-27 13:00:00,168.06
2011-02-27 14:00:00,175.915
2011-02-27 15:00:00,197.185
2011-02-27 16:00:00,235.88
2011-02-27 17:00:00,131.88
2011-02-27 18:00:00,95.545
2011-02-27 19:00:00,64.34
2011-02-27 20:00:00,57.85
2011-02-27 21:00:00,70.04
2011-02-27 22:00:00,56.505
2011-02-27 23:00:00,46.965
2011-02-28 00:00:00,18.225
2011-02-28 01:00:00,4.87
2011-02-28 03:00:00,2.11
2011-02-28 05:00:00,9.445
2011-02-28 06:00:00,40.6
2011-02-28 07:00:00,121.73
2011-02-28 08:00:00,217.5
2011-02-28 09:00:00,182.56
2011-02-28 10:00:00,101.25
2011-02-28 11:00:00,106.12
2011-02-28 12:00:00,132.99
2011-02-28 13:00:00,70.08
2011-02-28 14:00:00,55.43
2011-02-28 15:00:00,54.96
2011-02-28 16:00:00,68.14
2011-02-28 17:00:00,96.38
2011-02-28 18:00:00,185.985
2011-02-28 19:00:00,115.125
2011-02-28 20:00:00,69.01
2011-02-28 21:00:00,63.03
2011-02-28 22:00:00,45.58
2011-02-28 23:00:00,35.175
2011-03-20 00:00:00,41.525
2011-03-20 01:00:00,36.455
2011-03-20 02:00:00,28.74
2011-03-20 03:00:00,12.18
2011-03-20 04:00:00,3.035
2011-03-20 05:00:00,3.655
2011-03-20 06:00:00,8.815
2011-03-20 07:00:00,25.22
2011-03-20 08:00:00,55.74
2011-03-20 09:00:00,75.99
2011-03-20 10:00:00,134.155
2011-03-20 11:00:00,162.24
2011-03-20 12:00:00,192.42
2011-03-20 13:00:00,207.06
2011-03-20 14:00:00,209.85
2011-03-20 15:00:00,209.6
2011-03-20 16:00:00,206.5
2011-03-20 17:00:00,188.45
2011-03-20 18:00:00,150.08
2011-03-20 19:00:00,108.71
2011-03-20 20:00:00,90.39
2011-03-20 21:00:00,65.335
2011-03-20 22:00:00,50.79
2011-03-20 23:00:00,43.45
2011-03-21 00:00:00,10.405
2011-03-21 01:00:00,6.495
2011-03-21 02:00:00,5.33
2011-03-21 03:00:00,2.975
2011-03-21 05:00:00,7.795
2011-03-21 06:00:00,33.09
2011-03-21 07:00:00,78.435
2011-03-21 08:00:00,228.715
2011-03-21 09:00:00,151.465
2011-03-21 10:00:00,68.695
2011-03-21 11:00:00,85.37
2011-03-21 12:00:00,86.645
2011-03-21 13:00:00,117.77
2011-03-21 14:00:00,119.065
2011-03-21 15:00:00,136.515
2011-03-21 16:00:00,174.18
2011-03-21 17:00:00,357.005
2011-03-21 18:00:00,336.965
2011-03-21 19:00:00,267.865
2011-03-21 20:00:00,187.8
2011-03-21 21:00:00,90.695
2011-03-21 22:00:00,78.305
2011-03-21 23:00:00,56.375
2011-03-22 00:00:00,33.775
2011-03-22 01:00:00,9.255
2011-03-22 02:00:00,7.47
2011-03-22 03:00:00,4.315
2011-03-22 04:00:00,3.86
2011-03-22 05:00:00,12.32
2011-03-22 06:00:00,57.285
2011-03-22 07:00:00,151.65
2011-03-22 08:00:00,253.05
2011-03-22 09:00:00,169.46
2011-03-22 10:00:00,87.955
2011-03-22 11:00:00,89.245
2011-03-22 12:00:00,114.17
2011-03-22 13:00:00,117.75
2011-03-22 14:00:00,113.57
2011-03-22 15:00:00,120.36
2011-03-22 16:00:00,185.3
2011-03-22 17:00:00,331.08
2011-03-22 18:00:00,323.015
2011-03-22 19:00:00,201.15
2011-03-22 20:00:00,123.095
2011-03-22 21:00:00,88.675
2011-03-22 22:00:00,70.21
2011-03-22 23:00:00,38.385
2011-03-23 00:00:00,13.255
2011-03-23 01:00:00,7.855
2011-03-23 02:00:00,4.1
2011-03-23 03:00:00,2.94
2011-03-23 05:00:00,6.305
2011-03-23 06:00:00,41.675
2011-03-23 07:00:00,119.96
2011-03-23 08:00:00,247.41
2011-03-23 09:00:00,150.905
2011-03-23 10:00:00,63.42
2011-03-23 11:00:00,69.345
2011-03-23 12:00:00,70.08
2011-03-23 13:00:00,67.43
2011-03-23 14:00:00,99.78
2011-03-23 15:00:00,73.125
2011-03-23 16:00:00,125.87
2011-03-23 17:00:00,212.145
2011-03-23 18:00:00,63.545
2011-03-23 19:00:00,68.62
2011-03-23 20:00:00,39.175
2011-03-23 21:00:00,33.675
2011-03-23 22:00:00,39.625
2011-03-23 23:00:00,24.04
2011-03-24 00:00:00,10.75
2011-03-24 01:00:00,6.43
2011-03-24 02:00:00,4.175
2011-03-24 03:00:00,2.525
2011-03-24 04:00:00,2.31
2011-03-24 05:00:00,7.08
2011-03-24 06:00:00,34.695
2011-03-24 07:00:00,76.59
2011-03-24 08:00:00,138.94
2011-03-24 09:00:00,141.265
2011-03-24 10:00:00,53.5
2011-03-24 11:00:00,62.25
2011-03-24 12:00:00,81.51
2011-03-24 13:00:00,86.575
2011-03-24 14:00:00,80.465
2011-03-24 15:00:00,79.33
2011-03-24 16:00:00,91.285
2011-03-24 17:00:00,193.375
2011-03-24 18:00:00,179.395
2011-03-24 19:00:00,117.13
2011-03-24 20:00:00,78.4
2011-03-24 21:00:00,59.725
2011-03-24 22:00:00,47.215
2011-03-24 23:00:00,28.75
2011-03-25 00:00:00,20.775
2011-03-25 01:00:00,5.185
2011-03-25 02:00:00,2.895
2011-03-25 03:00:00,1.965
2011-03-25 04:00:00,1.665
2011-03-25 05:00:00,6.79
2011-03-25 06:00:00,33.36
2011-03-25 07:00:00,105.82
2011-03-25 08:00:00,241.05
2011-03-25 09:00:00,144.53
2011-03-25 10:00:00,77.77
2011-03-25 11:00:00,87.8
2011-03-25 12:00:00,91.79
2011-03-25 13:00:00,91.715
2011-03-25 14:00:00,96.43
2011-03-25 15:00:00,90.965
2011-03-25 16:00:00,114.01
2011-03-25 17:00:00,209.15
2011-03-25 18:00:00,199.74
2011-03-25 19:00:00,128.28
2011-03-25 20:00:00,81.04
2011-03-25 21:00:00,71.1
2011-03-25 22:00:00,47.8
2011-03-25 23:00:00,35.505
2011-03-26 00:00:00,34.49
2011-03-26 01:00:00,32.24
2011-03-26 02:00:00,23.115
2011-03-26 03:00:00,8.26
2011-03-26 04:00:00,3.915
2011-03-26 05:00:00,3.66
2011-03-26 06:00:00,9.135
2011-03-26 07:00:00,23.725
2011-03-26 08:00:00,32.42
2011-03-26 09:00:00,49.345
2011-03-26 10:00:00,97.06
2011-03-26 11:00:00,128.055
2011-03-26 12:00:00,149.44
2011-03-26 13:00:00,162.77
2011-03-26 14:00:00,175.705
2011-03-26 15:00:00,178.745
2011-03-26 16:00:00,170.855
2011-03-26 17:00:00,149.075
2011-03-26 18:00:00,136.82
2011-03-26 19:00:00,99.03
2011-03-26 20:00:00,78.33
2011-03-26 21:00:00,54.365
2011-03-26 22:00:00,47.885
2011-03-26 23:00:00,33.785
2011-03-27 00:00:00,34.94
2011-03-27 01:00:00,29.09
2011-03-27 02:00:00,24.92
2011-03-27 03:00:00,10.33
2011-03-27 04:00:00,4.845
2011-03-27 06:00:00,6.625
2011-03-27 07:00:00,20.47
2011-03-27 08:00:00,27.59
2011-03-27 09:00:00,39.85
2011-03-27 10:00:00,71.97
2011-03-27 11:00:00,80.565
2011-03-27 12:00:00,116.45
2011-03-27 13:00:00,149.165
2011-03-27 14:00:00,163.23
2011-03-27 15:00:00,161.22
2011-03-27 16:00:00,173.735
2011-03-27 17:00:00,153.17
2011-03-27 18:00:00,120.235
2011-03-27 19:00:00,96.7
2011-03-27 20:00:00,75.365
2011-03-27 21:00:00,51.265
2011-03-27 22:00:00,44.61
2011-03-27 23:00:00,33.04
2011-03-28 00:00:00,10.085
2011-03-28 01:00:00,3.835
2011-03-28 02:00:00,2.705
2011-03-28 03:00:00,2.145
2011-03-28 05:00:00,5.445
2011-03-28 06:00:00,35.285
2011-03-28 07:00:00,101.49
2011-03-28 08:00:00,218.89
2011-03-28 09:00:00,130.655
2011-03-28 10:00:00,64.065
2011-03-28 11:00:00,60.425
2011-03-28 12:00:00,72.0
2011-03-28 13:00:00,81.78
2011-03-28 14:00:00,82.495
2011-03-28 15:00:00,85.44
2011-03-28 16:00:00,111.515
2011-03-28 17:00:00,231.9
2011-03-28 18:00:00,223.39
2011-03-28 19:00:00,142.77
2011-03-28 20:00:00,87.82
2011-03-28 21:00:00,68.495
2011-03-28 22:00:00,50.255
2011-03-28 23:00:00,31.735
2011-03-29 00:00:00,11.94
2011-03-29 01:00:00,2.515
2011-03-29 02:00:00,2.83
2011-03-29 03:00:00,2.745
2011-03-29 04:00:00,1.745
2011-03-29 05:00:00,5.745
2011-03-29 06:00:00,38.26
2011-03-29 07:00:00,108.405
2011-03-29 08:00:00,247.02
2011-03-29 09:00:00,150.83
2011-03-29 10:00:00,72.57
2011-03-29 11:00:00,77.335
2011-03-29 12:00:00,89.295
2011-03-29 13:00:00,85.895
2011-03-29 14:00:00,87.72
2011-03-29 15:00:00,91.8
2011-03-29 16:00:00,108.885
2011-03-29 17:00:00,253.945
2011-03-29 18:00:00,236.415
2011-03-29 19:00:00,155.165
2011-03-29 20:00:00,99.235
2011-03-29 21:00:00,74.375
2011-03-29 22:00:00,53.56
2011-03-29 23:00:00,28.64
2011-03-30 00:00:00,14.885
2011-03-30 01:00:00,10.405
2011-03-30 02:00:00,4.215
2011-03-30 03:00:00,2.83
2011-03-30 04:00:00,2.835
2011-03-30 05:00:00,8.975
2011-03-30 06:00:00,42.125
2011-03-30 07:00:00,134.505
2011-03-30 08:00:00,258.25
2011-03-30 09:00:00,170.595
2011-03-30 10:00:00,79.01
2011-03-30 11:00:00,78.2
2011-03-30 12:00:00,91.265
2011-03-30 13:00:00,92.315
2011-03-30 14:00:00,87.015
2011-03-30 15:00:00,42.815
2011-03-30 16:00:00,38.575
2011-03-30 17:00:00,123.005
2011-03-30 18:00:00,154.9
2011-03-30 19:00:00,97.985
2011-03-30 20:00:00,57.715
2011-03-30 21:00:00,52.455
2011-03-30 22:00:00,34.825
2011-03-30 23:00:00,24.17
2011-03-31 00:00:00,8.6
2011-03-31 01:00:00,4.52
2011-03-31 02:00:00,3.43
2011-03-31 03:00:00,2.595
2011-03-31 04:00:00,2.25
2011-03-31 05:00:00,7.49
2011-03-31 06:00:00,25.68
2011-03-31 07:00:00,81.635
2011-03-31 08:00:00,237.41
2011-03-31 09:00:00,102.41
2011-03-31 10:00:00,46.915
2011-03-31 11:00:00,39.525
2011-03-31 12:00:00,42.73
2011-03-31 13:00:00,58.365
2011-03-31 14:00:00,59.195
2011-03-31 15:00:00,30.715
2011-03-31 16:00:00,69.625
2011-03-31 17:00:00,168.285
2011-03-31 18:00:00,163.175
2011-03-31 19:00:00,116.405
2011-03-31 20:00:00,42.185
2011-03-31 21:00:00,64.695
2011-03-31 22:00:00,33.39
2011-03-31 23:00:00,31.205
2011-04-20 00:00:00,33.155
2011-04-20 01:00:00,8.09
2011-04-20 02:00:00,7.85
2011-04-20 03:00:00,4.085
2011-04-20 04:00:00,5.005
2011-04-20 05:00:00,12.62
2011-04-20 06:00:00,55.74
2011-04-20 07:00:00,182.81
2011-04-20 08:00:00,382.63
2011-04-20 09:00:00,175.7
2011-04-20 10:00:00,100.425
2011-04-20 11:00:00,103.665
2011-04-20 12:00:00,146.26
2011-04-20 13:00:00,143.59
2011-04-20 14:00:00,146.17
2011-04-20 15:00:00,136.495
2011-04-20 16:00:00,208.34
2011-04-20 17:00:00,381.015
2011-04-20 18:00:00,371.015
2011-04-20 19:00:00,359.055
2011-04-20 20:00:00,189.43
2011-04-20 21:00:00,166.66
2011-04-20 22:00:00,122.425
2011-04-20 23:00:00,64.735
2011-04-21 00:00:00,34.48
2011-04-21 01:00:00,17.09
2011-04-21 02:00:00,12.99
2011-04-21 03:00:00,3.84
2011-04-21 04:00:00,4.465
2011-04-21 05:00:00,12.985
2011-04-21 06:00:00,47.89
2011-04-21 07:00:00,166.475
2011-04-21 08:00:00,274.91
2011-04-21 09:00:00,184.6
2011-04-21 10:00:00,90.15
2011-04-21 11:00:00,107.435
2011-04-21 12:00:00,133.415
2011-04-21 13:00:00,124.795
2011-04-21 14:00:00,124.405
2011-04-21 15:00:00,126.125
2011-04-21 16:00:00,174.24
2011-04-21 17:00:00,347.075
2011-04-21 18:00:00,309.22
2011-04-21 19:00:00,220.48
2011-04-21 20:00:00,165.895
2011-04-21 21:00:00,112.975
2011-04-21 22:00:00,87.73
2011-04-21 23:00:00,46.75
2011-04-22 00:00:00,32.09
2011-04-22 01:00:00,17.3
2011-04-22 02:00:00,9.72
2011-04-22 03:00:00,4.69
2011-04-22 04:00:00,3.56
2011-04-22 05:00:00,8.08
2011-04-22 06:00:00,53.43
2011-04-22 07:00:00,145.355
2011-04-22 08:00:00,269.6
2011-04-22 09:00:00,171.39
2011-04-22 10:00:00,83.995
2011-04-22 11:00:00,71.445
2011-04-22 12:00:00,79.155
2011-04-22 13:00:00,36.085
2011-04-22 14:00:00,23.555
2011-04-22 15:00:00,38.415
2011-04-22 16:00:00,86.28
2011-04-22 17:00:00,123.26
2011-04-22 18:00:00,92.075
2011-04-22 19:00:00,80.93
2011-04-22 20:00:00,40.355
2011-04-22 21:00:00,57.71
2011-04-22 22:00:00,55.475
2011-04-22 23:00:00,49.25
2011-04-23 00:00:00,30.525
2011-04-23 01:00:00,24.855
2011-04-23 02:00:00,24.45
2011-04-23 03:00:00,15.295
2011-04-23 04:00:00,5.92
2011-04-23 05:00:00,5.715
